nodeCount,screenWidth,screenHeight,screenArea,isModalLike,modalConfidence,hasExitControl,hasDestructiveAction,hasUndoOption,hasConfirmationDialog,interactiveElementCount,textElementCount,errorElementCount,buttonCount,inputCount,controlDensity,textDensity,averageSpacing,spacingDeviation,maxSpacingGap,alignmentDeviation,misalignedElementCount,cornerRadiusDeviation,buttonHeightDeviation,buttonWidthDeviation,buttonAspectRatioDeviation,colorCount,actionColorCount,sameActionColorDeviation,differentActionSameColorScore,colorPatternDeviation,errorContrastRatio,errorVisibilityScore,backgroundContrastAverage,destructiveActionCount,confirmationControlCount,layoutGroupSize,overlayPresent,module_layout,module_color,module_error,module_normal,designId,category,screenType,theme,issueLabel,severity,suggestionCategory
15.0,390.0,844.0,329160.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.18228217280349984,0.21266253493741646,17.733333333333334,5.813394495091105,24.0,40.0,1.0,0.0,0.0,32.0,0.6399999999999997,4.0,2.0,0.0,1.0,1.0,14.0,0.0,14.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_00011,color,contact_form,Orange,weak_error_visibility,medium,improve_error_state_visibility
8.0,768.0,1024.0,786432.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.06357828776041667,0.025431315104166668,34.142857142857146,29.978223388837115,91.0,497.0,2.0,12.0,232.0,271.0,4.857142857142858,4.0,4.0,204.4333632262601,1.0,1.0,3.25,0.0,3.25,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00012,color,delete_confirmation,Purple,color_inconsistency,medium,standardize_action_color
15.0,390.0,844.0,329160.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.18228217280349984,0.21266253493741646,18.785714285714285,4.490920545605185,16.0,40.0,4.0,0.0,0.0,14.0,0.28000000000000025,4.0,2.0,0.0,1.0,1.0,14.0,0.0,14.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_00013,color,contact_form,Orange,color_inconsistency,medium,standardize_action_color
34.0,1024.0,1366.0,1398784.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,22.0,0.0,6.0,0.0,0.06434159956076135,0.15727946559297218,15.125,4.530567477332908,16.0,752.0,8.0,10.0,24.0,145.0,11.770833333333332,4.0,6.0,244.34811233156682,10.0,10.0,14.504545454545456,0.0,14.504545454545456,1.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,color_00014,color,dashboard,Orange,weak_error_visibility,medium,improve_error_state_visibility
8.0,390.0,844.0,329160.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.18228217280349984,0.06076072426783328,21.833333333333332,4.412734098291242,13.0,308.0,3.0,12.0,256.0,284.0,12.940476190476192,4.0,3.0,180.34966038226963,0.0,0.7072535701265475,9.445,0.0,9.445,4.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,color_00015,color,delete_confirmation,Green,color_inconsistency,medium,standardize_action_color
8.0,430.0,932.0,400760.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.12476295039425092,0.04990518015770037,27.428571428571427,17.07008362902891,55.0,356.0,1.0,10.0,24.0,145.0,9.6875,4.0,2.0,180.34966038226963,0.0,0.7072535701265475,16.67,0.0,16.67,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,color_00016,color,reset_confirmation,Green,weak_error_visibility,medium,improve_error_state_visibility
15.0,1024.0,1366.0,1398784.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,3.0,4.0,0.05719253294289898,0.05719253294289898,20.0,7.883074092183654,29.0,396.0,3.0,10.0,26.0,2.0,10.006666666666668,4.0,3.0,0.0,1.0,1.0,12.51125,0.0,12.51125,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,color_00017,color,register,Orange,same_color_different_actions,medium,differentiate_action_colors
15.0,390.0,844.0,329160.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.18228217280349984,0.21266253493741646,20.214285714285715,4.945106837334565,14.0,32.0,1.0,0.0,0.0,10.0,0.20000000000000018,4.0,2.0,0.0,1.0,1.0,14.0,0.0,14.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_00018,color,contact_form,Orange,weak_error_visibility,medium,improve_error_state_visibility
8.0,1440.0,900.0,1296000.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.0462962962962963,0.0154320987654321,23.428571428571427,7.480587120906312,24.0,872.0,1.0,10.0,36.0,207.0,10.770833333333334,4.0,3.0,244.34811233156682,1.0,1.0,14.74,0.0,14.74,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00019,color,delete_confirmation,Orange,weak_error_visibility,medium,improve_error_state_visibility
8.0,1920.0,1080.0,2073600.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.024112654320987654,0.009645061728395061,33.714285714285715,29.80275292037051,91.0,1095.0,1.0,12.0,232.0,310.0,4.857142857142858,5.0,2.0,276.1539425755135,0.0,1.0829566375510333,9.435,0.0,9.435,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00020,color,delete_confirmation,Green,color_inconsistency,medium,standardize_action_color
15.0,1366.0,768.0,1049088.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.05719253294289898,0.06672462176671547,17.153846153846153,5.446892605261686,17.0,40.0,1.0,0.0,0.0,25.0,0.5,4.0,2.0,0.0,1.0,1.0,15.02,0.0,15.02,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_00021,color,contact_form,Light Blue,weak_error_visibility,medium,improve_error_state_visibility
8.0,1024.0,1366.0,1398784.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.04289439970717423,0.014298133235724745,54.42857142857143,82.0920339668614,244.0,654.0,1.0,12.0,256.0,264.0,12.940476190476192,5.0,4.0,372.3909236273086,1.0,1.4603565632443476,14.74,0.0,14.74,4.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,color_00022,color,delete_confirmation,Orange,color_inconsistency,medium,standardize_action_color
15.0,1440.0,900.0,1296000.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.0462962962962963,0.05401234567901235,19.066666666666666,6.627887211539503,20.0,72.0,2.0,0.0,0.0,10.0,0.20000000000000018,4.0,2.0,0.0,1.0,1.0,17.01,0.0,17.01,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_00023,color,contact_form,Dark,weak_error_visibility,medium,improve_error_state_visibility
8.0,1366.0,768.0,1049088.0,1.0,0.75,1.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.03812835529526598,0.01906417764763299,20.166666666666668,5.785518319236594,13.0,826.0,1.0,2.0,222.0,300.0,2.5462962962962963,4.0,2.0,229.30547311392286,0.0,0.8992371494663641,13.94,0.0,13.94,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,color_00024,color,reset_confirmation,Dark,same_color_different_actions,medium,differentiate_action_colors
8.0,430.0,932.0,400760.0,1.0,0.75,1.0,1.0,1.0,0.0,5.0,2.0,0.0,4.0,0.0,0.12476295039425092,0.04990518015770037,23.142857142857142,4.290473547908916,14.0,348.0,2.0,12.0,246.0,308.0,11.62962962962963,4.0,3.0,372.3909236273086,0.0,1.4603565632443476,14.74,0.0,14.74,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00025,color,reset_confirmation,Orange,weak_error_visibility,medium,improve_error_state_visibility
11.0,1440.0,900.0,1296000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,2.0,2.0,0.0308641975308642,0.03858024691358025,19.8,5.362835071116769,17.0,580.0,2.0,0.0,0.0,1.0,0.019999999999999574,4.0,2.0,0.0,1.0,1.0,14.710000000000003,0.0,14.710000000000003,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,color_00026,color,login,Purple,same_color_different_actions,medium,differentiate_action_colors
8.0,1440.0,900.0,1296000.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.0462962962962963,0.0154320987654321,24.714285714285715,7.941109776964169,27.0,827.0,1.0,10.0,36.0,231.0,11.270833333333334,4.0,2.0,0.0,1.0,1.0,13.94,0.0,13.94,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00027,color,delete_confirmation,Dark,color_inconsistency,medium,standardize_action_color
8.0,430.0,932.0,400760.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.1497155404731011,0.04990518015770037,26.714285714285715,18.74425081926483,61.0,374.0,1.0,12.0,256.0,301.0,12.940476190476192,4.0,3.0,229.30547311392286,0.0,0.8992371494663641,13.94,0.0,13.94,4.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,color_00028,color,delete_confirmation,Dark,weak_error_visibility,medium,improve_error_state_visibility
8.0,1366.0,768.0,1049088.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.047660444119082476,0.01906417764763299,20.0,6.8068592855540455,17.0,846.0,1.0,12.0,246.0,266.0,11.62962962962963,5.0,3.0,364.31167974688924,0.0,1.4286732539093696,13.94,0.0,13.94,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00029,color,reset_confirmation,Dark,color_inconsistency,medium,standardize_action_color
15.0,1024.0,1366.0,1398784.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.04289439970717423,0.050043466325036604,19.466666666666665,6.075817274701039,19.0,80.0,2.0,0.0,0.0,7.0,0.13999999999999968,4.0,2.0,0.0,1.0,1.0,15.64,0.0,15.64,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_00030,color,contact_form,Green,same_color_different_actions,medium,differentiate_action_colors
8.0,1024.0,1366.0,1398784.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.03574533308931186,0.014298133235724745,57.857142857142854,94.54164399342541,279.0,658.0,3.0,12.0,246.0,304.0,11.62962962962963,4.0,2.0,364.31167974688924,0.0,1.4286732539093696,13.94,0.0,13.94,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00031,color,reset_confirmation,Dark,same_color_different_actions,medium,differentiate_action_colors
8.0,390.0,844.0,329160.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.1519018106695832,0.06076072426783328,19.714285714285715,6.776309271789384,20.0,324.0,3.0,12.0,246.0,310.0,11.62962962962963,4.0,4.0,244.34811233156682,1.0,1.0,3.05,0.0,3.05,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00032,color,reset_confirmation,Orange,color_inconsistency,medium,standardize_action_color
15.0,1920.0,1080.0,2073600.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,0.0,4.0,4.0,0.043402777777777776,0.038580246913580245,18.214285714285715,7.388974135528572,27.0,836.0,2.0,10.0,26.0,11.0,10.186666666666667,4.0,3.0,0.0,3.0,3.0,17.01,0.0,17.01,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,color_00033,color,register,Dark,color_inconsistency,medium,standardize_action_color
15.0,1024.0,1366.0,1398784.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.04289439970717423,0.050043466325036604,18.333333333333332,6.944222218666553,28.0,64.0,2.0,0.0,0.0,25.0,0.5,4.0,2.0,0.0,1.0,1.0,15.02,0.0,15.02,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_00034,color,contact_form,Light Blue,weak_error_visibility,medium,improve_error_state_visibility
15.0,768.0,1024.0,786432.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.0762939453125,0.08900960286458334,18.928571428571427,5.119490567768378,17.0,72.0,1.0,0.0,0.0,6.0,0.1200000000000001,4.0,2.0,0.0,1.0,1.0,15.64,0.0,15.64,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_00035,color,contact_form,Green,weak_error_visibility,medium,improve_error_state_visibility
8.0,390.0,844.0,329160.0,1.0,0.75,1.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.12152144853566656,0.06076072426783328,22.857142857142858,5.248906591678239,17.0,316.0,2.0,0.0,0.0,21.0,0.4375,4.0,2.0,0.0,1.0,1.0,13.94,0.0,13.94,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,color_00036,color,reset_confirmation,Dark,weak_error_visibility,medium,improve_error_state_visibility
8.0,412.0,915.0,376980.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.13263303093002282,0.05305321237200913,23.857142857142858,9.046365827992894,31.0,361.0,2.0,12.0,232.0,310.0,4.857142857142858,5.0,2.0,308.8737606207429,0.0,1.2112696494931094,9.785,0.0,9.785,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00037,color,delete_confirmation,Orange,color_inconsistency,medium,standardize_action_color
8.0,1440.0,900.0,1296000.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.0462962962962963,0.0154320987654321,22.0,7.030545599636733,19.0,869.0,2.0,12.0,256.0,303.0,12.940476190476192,4.0,4.0,364.31167974688924,1.0,1.4286732539093696,13.94,0.0,13.94,4.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,color_00038,color,delete_confirmation,Dark,weak_error_visibility,medium,improve_error_state_visibility
18.0,1024.0,1366.0,1398784.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,2.0,4.0,0.04289439970717423,0.06434159956076135,18.375,6.899954709996291,22.0,77.0,7.0,0.0,0.0,1.0,0.019999999999999574,5.0,2.0,0.0,1.0,1.0,13.94,0.0,13.94,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,color_00039,color,settings,Dark,same_color_different_actions,medium,differentiate_action_colors
15.0,412.0,915.0,376980.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,3.0,4.0,0.2122128494880365,0.2122128494880365,20.071428571428573,7.620126411721281,28.0,82.0,2.0,10.0,26.0,34.0,7.526666666666666,3.0,3.0,0.0,3.0,3.0,15.02,0.0,15.02,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,color_00040,color,register,Light Blue,same_color_different_actions,medium,differentiate_action_colors
8.0,1024.0,1366.0,1398784.0,1.0,0.75,1.0,1.0,1.0,0.0,5.0,2.0,0.0,4.0,0.0,0.03574533308931186,0.014298133235724745,57.42857142857143,95.51941783571269,281.0,655.0,1.0,12.0,246.0,305.0,11.62962962962963,4.0,3.0,208.22583893455683,0.0,0.8165719173904189,15.72,0.0,15.72,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00041,color,reset_confirmation,Purple,weak_error_visibility,medium,improve_error_state_visibility
18.0,430.0,932.0,400760.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,2.0,4.0,0.1497155404731011,0.22457331070965167,18.933333333333334,5.915704147061072,18.0,56.0,5.0,0.0,0.0,28.0,0.5600000000000005,4.0,2.0,0.0,1.0,1.0,14.74,0.0,14.74,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,color_00042,color,settings,Orange,color_inconsistency,medium,standardize_action_color
11.0,1440.0,900.0,1296000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,2.0,2.0,0.0308641975308642,0.03858024691358025,20.3,5.23545604508337,16.0,596.0,2.0,0.0,0.0,13.0,0.2599999999999998,4.0,2.0,0.0,1.0,1.0,17.01,0.0,17.01,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,color_00043,color,login,Dark,color_inconsistency,medium,standardize_action_color
15.0,1440.0,900.0,1296000.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,0.0,4.0,4.0,0.06944444444444445,0.0617283950617284,19.714285714285715,7.155702735067539,24.0,612.0,1.0,10.0,26.0,10.0,9.766666666666667,4.0,4.0,176.21861422676096,3.0,3.0,15.02,0.0,15.02,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,color_00044,color,register,Light Blue,color_inconsistency,medium,standardize_action_color
15.0,768.0,1024.0,786432.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.0762939453125,0.08900960286458334,19.571428571428573,6.343886660335577,19.0,56.0,3.0,0.0,0.0,3.0,0.0600000000000005,4.0,2.0,0.0,1.0,1.0,14.709999999999999,0.0,14.709999999999999,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_00045,color,contact_form,Purple,weak_error_visibility,medium,improve_error_state_visibility
15.0,412.0,915.0,376980.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.15915963711602737,0.18568624330203193,19.466666666666665,6.417337627258069,18.0,32.0,3.0,0.0,0.0,23.0,0.45999999999999996,4.0,2.0,0.0,1.0,1.0,14.0,0.0,14.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_00046,color,contact_form,Orange,color_inconsistency,medium,standardize_action_color
18.0,390.0,844.0,329160.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,2.0,4.0,0.18228217280349984,0.27342325920524974,17.9375,6.542827657060822,20.0,72.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,15.720000000000002,0.0,15.720000000000002,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,color_00047,color,settings,Purple,color_inconsistency,medium,standardize_action_color
8.0,1440.0,900.0,1296000.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.03858024691358025,0.0154320987654321,22.0,5.9521904731427595,16.0,872.0,1.0,12.0,246.0,284.0,11.62962962962963,4.0,2.0,381.051177665153,0.0,1.4943183437849137,15.72,0.0,15.72,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00048,color,reset_confirmation,Purple,weak_error_visibility,medium,improve_error_state_visibility
8.0,1024.0,1366.0,1398784.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.03574533308931186,0.014298133235724745,55.142857142857146,84.11629461886777,246.0,682.0,1.0,10.0,12.0,211.0,2.7708333333333335,4.0,2.0,244.34811233156682,0.0,0.9582278914963405,14.74,0.0,14.74,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,color_00049,color,delete_confirmation,Orange,same_color_different_actions,medium,differentiate_action_colors
8.0,1440.0,900.0,1296000.0,1.0,0.75,1.0,1.0,1.0,0.0,5.0,2.0,0.0,4.0,0.0,0.03858024691358025,0.0154320987654321,22.285714285714285,5.364280958719597,17.0,857.0,1.0,12.0,246.0,282.0,11.62962962962963,4.0,3.0,241.4415043028021,0.0,0.9468294286384396,16.1,0.0,16.1,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00050,color,reset_confirmation,Light Blue,same_color_different_actions,medium,differentiate_action_colors
11.0,1366.0,768.0,1049088.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,2.0,2.0,0.03812835529526598,0.047660444119082476,19.8,5.929586832149438,22.0,559.0,2.0,0.0,0.0,39.0,0.7799999999999994,4.0,2.0,0.0,1.0,1.0,14.710000000000003,0.0,14.710000000000003,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,color_00051,color,login,Purple,same_color_different_actions,medium,differentiate_action_colors
8.0,390.0,844.0,329160.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.1519018106695832,0.06076072426783328,20.857142857142858,4.15515416349971,11.0,292.0,3.0,12.0,246.0,294.0,11.62962962962963,5.0,3.0,320.2264823527249,0.0,1.2557901268734308,10.465,0.0,10.465,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00052,color,reset_confirmation,Light Blue,color_inconsistency,medium,standardize_action_color
8.0,768.0,1024.0,786432.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.0762939453125,0.025431315104166668,29.857142857142858,24.953834926740626,79.0,516.0,1.0,12.0,256.0,306.0,12.940476190476192,4.0,4.0,384.51527928029077,1.0,1.5079030560011402,16.1,0.0,16.1,4.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,color_00053,color,delete_confirmation,Light Blue,weak_error_visibility,medium,improve_error_state_visibility
15.0,1920.0,1080.0,2073600.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.028935185185185182,0.03375771604938271,18.214285714285715,6.2011355115537565,20.0,56.0,2.0,0.0,0.0,7.0,0.13999999999999968,4.0,2.0,0.0,1.0,1.0,14.709999999999999,0.0,14.709999999999999,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_00054,color,contact_form,Purple,same_color_different_actions,medium,differentiate_action_colors
8.0,1366.0,768.0,1049088.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.047660444119082476,0.01906417764763299,20.5,3.640054944640259,9.0,835.0,1.0,12.0,256.0,304.0,12.940476190476192,4.0,3.0,364.31167974688924,1.0,1.4286732539093696,13.94,0.0,13.94,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_00055,color,delete_confirmation,Dark,same_color_different_actions,medium,differentiate_action_colors
8.0,1024.0,1366.0,1398784.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.04289439970717423,0.014298133235724745,51.714285714285715,72.96322808827215,217.0,637.0,3.0,12.0,256.0,258.0,12.940476190476192,4.0,3.0,372.3909236273086,2.0,2.0,14.74,0.0,14.74,4.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,color_00056,color,delete_confirmation,Orange,same_color_different_actions,medium,differentiate_action_colors
